Easting (m),Northing (m),Elevation (m),Gravity Anomaly (mGal)
283578.911,4788267.369,1632.2,24.2732
352445.9906,4786477.848,1418.5,23.9809
352445.9906,4786477.848,1418.5,23.9609
216515.561,4790866.17,1711.7,21.9971
411482.3255,4785526.453,1762.4,18.0244
411469.5674,4785544.835,1762.4,17.7895
192366.5422,4791991.715,1543.8,25.0931
255333.1058,4789467.296,1424.6,28.365
255320.1096,4789467.764,1424.6,28.3456
288825.5675,4788343.102,1475.2,45.1228
201121.5986,4791804.577,1692.6,15.3384
318937.2152,4787640.185,1534.4,22.8953
201108.6117,4791823.844,1692.6,15.2893
318937.7126,4787658.842,1534.4,22.9194
229295.6948,4790677.974,1435,20.2303
191549.3414,4792529.761,1542.9,25.0414
338253.349,4787708.448,1549,20.6655
341367.078,4787635.005,1528.6,20.241
401139.5105,4786502.032,1385.9,17.5721
338253.7828,4787726.661,1549,20.6863
341367.5034,4787653.218,1528.6,20.1857
401139.7755,4786520.245,1385.9,17.5273
397931.3887,4786586.356,1382.3,16.4814
397918.3949,4786586.551,1382.3,16.4716
200864.2375,4792428.084,1710.8,14.6167
395090.0911,4786648.304,1379.8,15.0187
200865.0406,4792446.299,1710.8,14.6953
395090.3723,4786666.517,1379.8,14.9636
385114.7173,4786846.574,1364.5,27.7376
381948.7759,4786975.066,1358.2,16.3051
381949.0982,4786993.612,1358.2,16.2501
190988.8422,4793018.823,1540.1,23.492
209089.9846,4792292.85,1720.3,15.7144
209090.7846,4792311.509,1720.3,15.6468
273565.5293,4789946.529,1441.4,26.1136
217547.3733,4792176.609,1690.1,21.4715
232642.0721,4791657.93,1462.7,12.0354
256114.8421,4790829.353,1429.5,23.0692
194801.8391,4793347.253,1590.8,22.8655
194801.8391,4793347.253,1590.8,22.8755
256388.587,4790912.044,1429.5,23.6161
382933.5071,4787550.455,1362.5,15.4244
256388.587,4790912.044,1429.5,23.5961
382933.5071,4787550.455,1362.5,15.3944
234328.6782,4791795.356,1470.6,10.8039
225384.8429,4792225.77,1478.5,16.0678
417149.0173,4787176.477,1493.8,6.14853
417149.2449,4787195.134,1493.8,6.11085
236945.4785,4791804.632,1459,17.9911
330832.0005,4788833.829,1565.1,22.267
335434.5609,4788720.707,1559.4,18.0131
330832.0005,4788833.829,1565.1,22.307
335434.5609,4788720.707,1559.4,17.9731
319317.4531,4789222.869,1539.8,22.2475
231130.5249,4792143.701,1463.3,15.1
319317.4531,4789222.869,1539.8,22.2575
188360.729,4793992.515,1545.3,20.1276
188348.593,4794011.772,1545.3,20.0917
406108.7722,4787542.175,1402.7,18.9369
406108.7722,4787542.175,1402.7,18.9369
248541.6173,4791643.244,1451.1,29.3821
258706.4815,4791292.394,1432.2,21.5063
396341.2776,4787888.081,1381,14.9175
396341.2776,4787888.081,1381,14.8775
362471.8822,4788656.178,1404.2,37.4618
228048.6826,4792711.731,1447.1,18.017
362458.0791,4788656.458,1404.2,37.4193
201103.3073,4793864.335,1667.3,15.3922
344243.9477,4789068.584,1493.5,20.5968
350333.6002,4788931.594,1460,22.9622
201103.3073,4793864.335,1667.3,15.3622
344243.9477,4789068.584,1493.5,20.6368
364274.8656,4788805.098,1393.9,37.8669
364275.2386,4788823.756,1393.9,37.8218
386752.2996,4788448.48,1368.6,12.2183
219953.7245,4793337.71,1657.2,19.1247
370678.2112,4788791.083,1378.9,35.5993
375467.6799,4788701.535,1370.7,27.8042
370664.7641,4788810.003,1378.9,35.544
375468.0221,4788720.192,1370.7,27.7482
365928.4339,4788920.113,1392.6,37.7073
365928.4339,4788920.113,1392.6,37.7273
182551.7727,4795078.083,1558.1,23.7266
182538.7807,4795078.691,1558.1,23.7689
225049.1715,4793295.994,1470.6,14.9418
273618.0216,4791519.933,1443.5,25.06
360372.6083,4789272.877,1403.3,35.9062
360358.8063,4789273.161,1403.3,35.9353
246355.4127,4792632.607,1459.6,38.7875
408316.8761,4788678.51,1418.2,22.6165
408303.3207,4788696.909,1418.2,22.5955
404380.9979,4788843.774,1392.6,12.7886
404381.2607,4788862.431,1392.6,12.7414
399550.336,4788950.418,1385.9,11.6078
399537.3468,4788950.61,1385.9,11.6174
243919.8033,4793094.936,1460.3,39.2804
319265.1654,4790798.851,1551.4,22.0223
326138.1204,4790619.262,1557.2,21.2919
380354.6371,4789446.822,1362.8,20.163
319251.3642,4790799.218,1551.4,21.9723
326138.1204,4790619.262,1557.2,21.2919
380340.8363,4789447.065,1362.8,20.163
239881.2735,4793434.045,1490.7,16.685
182606.3241,4795947.663,1556.6,21.2577
184230.9241,4795871.783,1556,23.4284
417024.1722,4789121.516,1461.2,4.77923
417024.1722,4789121.516,1461.2,4.81923
259782.988,4793015.076,1438.6,18.9475
227053.3545,4794272.203,1460.3,13.9952
224904.3018,4794395.993,1469.7,14.6323
224904.3018,4794395.993,1469.7,14.6823
381174.061,4789913.777,1361.8,19.1928
381161.073,4789914.005,1361.8,19.2097
416933.2749,4789456.063,1473.1,5.52093
407558.2268,4789614.165,1398.4,20.2463
407544.4273,4789614.353,1398.4,20.2436
401186.3925,4789722.613,1389.6,10.6705
401172.8647,4789741.472,1389.6,10.6451
388403.4178,4790031.763,1372.2,12.2882
357815.1476,4790603.788,1420.4,34.7002
367420.3386,4790409.304,1398.4,39.0711
398265.8202,4789876.737,1378.6,10.1388
357815.5386,4790622.445,1420.4,34.7427
367420.7032,4790427.961,1398.4,39.0657
398266.1,4789895.394,1378.6,10.0938
182637.5374,4796614.189,1544.1,21.9813
209170.5805,4795423.67,1613.6,15.7189
177905.7345,4796911.699,1560.8,16.2408
184265.4289,4796612.391,1542.9,21.8603
185834.6459,4796539.46,1541.3,19.5504
211907.8181,4795399.242,1589.2,17.2788
375418.7737,4790461.591,1373.7,29.8273
375405.7865,4790461.829,1373.7,29.7976
374215.3588,4790502.013,1384.1,31.8444
374215.7047,4790520.671,1384.1,31.8392
273470.6827,4793192.63,1455.1,21.1853
230870.0951,4794823.999,1493.8,13.3764
230870.0951,4794823.999,1493.8,13.3764
354846.8505,4791055.74,1435.6,30.9412
250435.0941,4794131.134,1476.4,25.5376
348357.0819,4791364.261,1488.6,24.7908
348357.489,4791382.475,1488.6,24.7773
319589.1847,4792290.578,1553.9,21.0925
319575.8829,4792309.603,1553.9,21.0316
176318.37,4797747.901,1546.8,20.0912
180282.7988,4797559.643,1557.8,18.0347
182622.9741,4797449.607,1553.8,22.7967
351895.5033,4791674.746,1456.3,28.2078
351882.5174,4791675.03,1456.3,28.2566
214487.7989,4796161.937,1573.6,15.6218
201017.1392,4796816.812,1548.4,12.6646
201017.9577,4796835.36,1548.4,12.6441
261123.5369,4794543.211,1445.6,19.0926
186657.2236,4797614.328,1539.8,15.3374
228664.8176,4795912.988,1533.7,19.2711
225730.6657,4796068.488,1463.9,13.2791
187409.2564,4797765.13,1539.5,15.2391
371262.8587,4791779.671,1399.3,35.6798
371263.2129,4791798.328,1399.3,35.665
190431.2135,4797737.544,1538.9,17.6597
177994.322,4798484.235,1547.5,12.8973
179508.8037,4798412.4,1550.2,13.6334
195971.562,4797653.447,1542.5,18.0781
364343.7115,4792247.619,1415.2,39.9694
364343.7115,4792247.619,1415.2,40.0194
378775.8518,4792029.823,1375.9,24.2006
378775.8518,4792029.823,1375.9,24.2306
232214.3399,4796272.479,1506.9,8.36566
370837.5966,4792213.589,1394.8,35.2716
232201.3548,4796272.993,1506.9,8.34579
370837.5966,4792213.589,1394.8,35.3016
230500.0162,4796414.758,1501.7,20.1157
273323.4556,4794865.225,1457.5,20.4212
222900.4007,4796776.939,1483.2,14.3346
222900.4007,4796776.939,1483.2,14.3246
381229.0278,4792264.362,1368.2,19.8694
381229.0278,4792264.362,1368.2,19.8794
216698.1632,4797181.55,1561.1,16.1073
412390.08,4791845.729,1458.2,6.82093
412390.08,4791845.729,1458.2,6.79093
295539.5017,4794418.229,1582.4,18.6919
320275.97,4793717.231,1550.2,19.1766
284692.878,4794772.789,1528.2,31.9458
295540.0646,4794436.887,1582.4,18.7251
320263.481,4793736.233,1550.2,19.1316
304656.8151,4794186.243,1589,19.9229
219530.901,4797212.204,1518.5,16.0546
190466.7469,4798515.025,1541.9,17.8843
388482.1467,4792400.144,1369.2,12.8122
388482.1467,4792400.144,1369.2,12.7622
304877.2115,4794309.609,1594,19.6856
208257.8558,4797855.148,1610.8,8.26922
182723.4839,4799021.983,1563.6,17.9069
319891.3971,4794005.059,1548.7,17.4663
319891.8928,4794023.717,1548.7,17.4411
305097.3248,4794451.663,1596,19.7862
185530.9748,4799057.873,1545.3,15.733
305276.5966,4794557.551,1599,19.7333
191282.1815,4798848.876,1539.5,17.2313
305412.889,4794609.212,1597,19.8143
203672.7925,4798350.985,1544.1,8.00675
305522.4023,4794661.644,1599,19.6328
185402.3276,4799212.112,1546.8,13.8061
305632.7252,4794714.055,1603,19.6431
244100.322,4796777.138,2006.5,37.479
244087.2198,4796795.985,2006.5,38.6944
202963.5676,4798567.562,1538.3,6.92625
200734.5034,4798702.653,1533.1,8.73826
200734.5034,4798702.653,1533.1,8.69826
305826.5547,4794875.114,1612,19.3794
337662.2971,4794111.9,1678.5,30.6965
305964.7128,4794963.967,1613,19.1785
337648.9507,4794130.888,1678.5,30.7283
404478.4192,4792877.938,1395.4,10.8984
407602.1069,4792834.646,1396.3,11.2796
404478.4192,4792877.938,1395.4,10.9384
407588.314,4792834.834,1396.3,11.2782
397258.5408,4793057.713,1385,10.6051
397244.748,4793057.922,1385,10.6048
393701.6219,4793112.554,1383.8,11.2219
306333.009,4795064.582,1608,18.4161
393701.9144,4793131.211,1383.8,11.1768
221368.117,4798063.354,1496.2,12.2371
232107.7505,4797667.288,1524,14.3906
368619.885,4793645.031,1407.6,38.3423
232107.7505,4797667.288,1524,14.3506
368606.0923,4793645.298,1407.6,38.3523
199908.5845,4799035.893,1528.6,6.94113
313407.4317,4794958.454,1554.1,18.8555
179218.1348,4800003.329,1568.8,14.4625
191579.3909,4799428.89,1531.9,16.275
196042.199,4799227.061,1527.3,12.8417
197610.6692,4799156.828,1525.8,9.77228
199233.5022,4799084.544,1524.6,8.00419
199909.4115,4799054.553,1528.6,6.91266
200302.1366,4799037.158,1528.2,7.6009
313394.9638,4794977.469,1554.1,18.8507
178056.2427,4800077.19,1545.9,13.3722
306621.2068,4795204.293,1607,18.2265
372434.555,4793645.934,1404.2,35.6685
409146.8913,4793054.468,1415.8,11.7037
372421.1136,4793664.851,1404.2,35.6363
409133.349,4793073.31,1415.8,11.6559
306839.6698,4795290.872,1607,17.959
307018.3624,4795378.257,1610,17.9704
345868.0863,4794401.903,1521.9,28.0751
345854.294,4794402.216,1521.9,28.0326
250510.5272,4797261.033,1485.9,24.9424
214392.6045,4798724.908,1563,8.2436
214392.6045,4798724.908,1563,8.2036
214380.3619,4798762.252,1561.4,8.58322
261208.3397,4796949.162,1452,17.3462
273420.9917,4796567.001,1464.9,13.9765
273407.8084,4796585.677,1464.9,13.9337
319762.4184,4795231.222,1579.8,19.8371
319762.4184,4795231.222,1579.8,19.8171
220823.0301,4798642.189,1496.6,9.98015
220823.0301,4798642.189,1496.6,9.94015
211819.4382,4799074.943,1566.1,5.06383
211820.2324,4799093.602,1566.1,5.08323
182864.5044,4800573.763,1542.5,14.3269
186014.9264,4800426.878,1536.5,12.622
367783.4197,4794494.537,1408.5,38.6367
367770.4399,4794494.791,1408.5,38.6073
381250.2518,4794263.391,1375.9,21.3796
184450.9213,4800592.224,1538.3,10.4476
381237.5991,4794282.276,1375.9,21.4555
375616.0616,4794531.436,1390.8,32.4967
219829.5375,4799183.99,1505.4,9.61569
258392.5922,4797698.116,1521.5,12.8876
375616.0616,4794531.436,1390.8,32.5167
307447.9957,4796181.427,1617,17.6616
224351.2107,4799127.758,1468.5,10.0173
228786.3963,4798948.625,1569.7,16.7826
258275.3684,4797850.312,1521.6,12.6203
258262.3885,4797850.776,1521.6,12.6149
218132.7708,4799421.201,1534.4,9.05623
218133.5293,4799439.416,1534.4,9.01164
192458.4706,4800594.702,1532.8,13.9544
307560.6191,4796344.839,1617,17.4896
369336.2839,4795019.574,1406.3,37.7775
369336.2839,4795019.574,1406.3,37.7575
307592.1182,4796510.557,1615,17.4959
189224.4157,4800983.634,1535.8,10.1471
190847.7243,4800909.279,1533.7,10.4528
226839.0293,4799360.992,1555,16.675
192471.0788,4800872.152,1535.8,12.2052
194080.583,4800799.201,1532.8,8.33743
195676.2939,4800727.254,1529.4,4.87681
198893.669,4800583.338,1524.9,2.37712
203761.9054,4800387.188,1528.5,4.08675
189296.7985,4801072.804,1535,8.84655
324253.3662,4796224.364,1573.4,20.3634
189283.0075,4801073.437,1535,8.86705
324253.3662,4796224.364,1573.4,20.3134
307692.2842,4796692.999,1620,17.3684
192475.2985,4800965.006,1535.6,11.1952
182903.5403,4801406.785,1538.9,9.05593
184430.2892,4801335.408,1539.2,7.31787
192475.2985,4800965.006,1535.6,11.1452
200506.4625,4800604.808,1523.3,2.52951
197302.9304,4800765.592,1527.3,2.89535
208565.9394,4800271.196,1552.6,3.27514
176510.3771,4801765.084,1542.9,10.8805
178132.8477,4801687.705,1549.9,14.0029
365949.0151,4795382.05,1422.5,38.9684
186057.8608,4801352.307,1537.7,7.67687
365949.3843,4795400.708,1422.5,38.9937
223091.2249,4799772.929,1485.9,7.22667
233001.5683,4799374.755,1507.5,13.9414
223091.9701,4799791.144,1485.9,7.17352
233002.2867,4799392.97,1507.5,13.9613
187644.8702,4801390.055,1535.2,9.03115
261125.9136,4798435.158,1459,13.4428
307726.4152,4796951.564,1615,17.105
400087.1414,4795014.98,1389.6,11.762
400087.41,4795033.194,1389.6,11.7366
263292.5042,4798451.468,1450.8,21.227
182894.168,4801796.599,1540.7,7.17636
253087.6848,4798890.256,1471.6,21.504
179677.9345,4801985.517,1540.7,11.4728
181273.5424,4801910.156,1539.8,9.15709
253088.3653,4798908.915,1471.6,21.5007
281465.4973,4797970.364,1532.8,14.9173
281466.0959,4797988.912,1532.8,14.8526
307612.096,4797213.789,1611,16.6282
216960.7755,4800545.661,1519.4,5.8776
307657.3928,4797379.56,1609,16.4518
344548.9449,4796450.461,1543.8,29.6626
261276.8788,4798892.986,1457.2,18.5825
344549.3732,4796469.119,1543.8,29.6275
243325.9815,4799586.808,1505.1,27.7747
390928.8421,4795600.351,1392.6,12.453
390915.3547,4795619.23,1392.6,12.4475
319193.0283,4797228.433,1570.3,19.1749
319193.0283,4797228.433,1570.3,19.1649
251609.4869,4799556.118,1473.4,23.4448
251609.4869,4799556.118,1473.4,23.4248
216314.412,4800943.674,1505.1,0.7077
216315.1757,4800961.889,1505.1,0.6735
261425.3846,4799258.495,1460.3,15.6975
403761.1143,4795739.342,1393.2,11.4932
403910.3396,4795737.224,1392.6,11.0958
261425.3846,4799258.495,1460.3,15.6675
403761.1143,4795739.342,1393.2,11.4632
403896.5525,4795737.419,1392.6,11.0952
261171.0489,4799323.065,1458.8,15.4947
273729.7784,4798928.502,1478.8,12.7766
230576.002,4800712.987,1509,14.5148
407617.9366,4796018.759,1400.9,9.91651
412430.2053,4795954.828,1413.1,9.64327
407618.1911,4796037.416,1400.9,9.87063
412416.6602,4795973.664,1413.1,9.65065
251449.9303,4799988.258,1472.5,23.9014
251436.143,4799988.764,1472.5,23.8653
403307.3525,4796171.679,1394.5,12.6826
403294.3772,4796171.865,1394.5,12.6417
214606.9504,4801571.467,1537.4,0.37961
189303.4852,4802705.095,1535.5,3.33477
190926.3794,4802630.737,1534.9,1.97809
181356.9826,4803111.782,1545.3,6.20367
184561.41,4802961.56,1542.3,-1.53789
187751.2298,4802813.535,1538,2.92332
194172.2066,4802520.142,1531.9,-1.79226
198997.0408,4802303.704,1528.6,-1.46755
202227.3738,4802160.723,1521,1.99957
205039.2083,4802037.525,1521.6,1.41971
326999.5387,4797820.64,1575.5,21.7347
176694.2857,4803333.088,1545.3,9.03365
178207.6975,4803260.904,1543.8,9.30924
179734.895,4803188.406,1543.5,8.44354
181330.2182,4803113.043,1544.7,7.05811
181356.9826,4803111.782,1545.3,6.23367
182979.879,4803035.511,1542.5,1.91207
184561.41,4802961.56,1542.3,-1.49789
186129.1512,4802888.62,1537.7,2.04973
187737.4422,4802814.172,1538.3,3.99084
192549.3256,4802593.719,1533.7,0.36421
194158.419,4802520.766,1531.9,-0.722382
194172.2066,4802520.142,1531.9,-1.82226
195753.7227,4802448.816,1531,-0.706024
197374.9773,4802376.084,1530.1,0.43588
198970.2767,4802304.895,1528.8,-0.589215
198997.0408,4802303.704,1528.6,-1.47755
200578.5506,4802233.51,1525.5,0.34767
201808.8827,4802179.159,1521.5,2.8279
202214.3973,4802161.294,1521,2.01094
203822.6669,4802090.683,1519.7,2.01632
205039.2083,4802037.525,1521.6,1.4597
178223.2558,4803297.456,1544.1,8.33893
178223.2558,4803297.456,1544.1,8.38893
279982.0687,4799370.901,1516.9,28.8216
208725.1644,4802100.572,1537.4,-1.18128
208712.9729,4802119.346,1537.4,-1.15532
229191.9514,4801305.881,1500.5,15.0469
208810.2425,4802189.488,1537.7,-0.425777
363256.0476,4797324.837,1440.8,37.5942
363242.2621,4797325.115,1440.8,37.5942
263012.5937,4800129.248,1452,16.8139
380123.9233,4797060.614,1385.9,24.2055
380110.4683,4797079.515,1385.9,24.1916
319282.6261,4798578.042,1571.5,18.4151
372558.1146,4797365.438,1421.3,36.3505
212497.4827,4802272.873,1540.1,-1.58833
319282.6261,4798578.042,1571.5,18.4551
372558.1146,4797365.438,1421.3,36.3605
296162.7657,4799364.582,1634,13.4921
212571.8675,4802436.502,1535.3,-2.81437
212572.6605,4802455.161,1535.3,-2.82141
273773.1052,4800224.489,1477.6,11.4295
275800.3225,4800157.013,1496.5,12.8971
337766.0802,4798443.395,1691.9,34.9098
296939.7771,4799563.433,1654,13.4092
337752.7323,4798461.939,1691.9,34.8866
290093.4452,4799976.336,1634.4,8.76255
290081.0505,4799995.397,1634.4,8.7139
302337.7246,4799626.254,1636,15.5684
271622.9515,4800666.982,1481.9,10.3005
210972.9384,4803042.414,1528.2,-2.83769
343383.7324,4798699.77,1569.1,32.3955
302504.7514,4799787.999,1636,15.2875
343384.1642,4798718.428,1569.1,32.3808
375684.033,4798233.291,1427.7,31.729
262105.2813,4801273.314,1453.2,11.2729
302726.6377,4799966.822,1635,15.0746
375684.033,4798233.291,1427.7,31.749
187810.1027,4804387.692,1538.3,0.40127
189377.4737,4804315.488,1537.4,0.17414
190999.9803,4804241.129,1537.4,-1.2351
191027.6331,4804277.262,1537.4,-2.33236
183055.4,4804646.358,1547.1,-2.53216
186203.9195,4804499.462,1541,0.3726
191027.6331,4804277.262,1537.4,-2.35236
192622.5598,4804204.553,1537.1,-1.29588
194231.2687,4804131.597,1535.8,-2.49063
195826.1913,4804059.646,1535.5,-2.09774
197933.5616,4803965.155,1531.9,-1.84546
199041.9769,4803915.72,1531.3,-1.45131
181406.9921,4804742.108,1546.5,0.43798
184637.4029,4804590.62,1544.1,-2.8194
200650.6731,4803862.548,1527.6,1.79762
202273.1513,4803790.902,1527.3,-0.15546
203894.0057,4803719.717,1522.1,0.22478
176665.3117,4805004.676,1548.9,7.86821
178287.0026,4804927.292,1548,6.73021
179813.8225,4804854.792,1548,4.26882
224410.9173,4802926.64,1469.1,11.1833
231507.6896,4802696.638,1477.7,12.0872
231507.6896,4802696.638,1477.7,12.0372
299194.1227,4800348.416,1645,13.7217
301169.7023,4800364.318,1639,13.3709
303128.484,4800307.033,1635,14.6504
368393.1231,4798722.873,1445.1,35.5959
370960.7028,4798673.429,1436.8,34.5301
368393.486,4798741.531,1445.1,35.5804
370961.0585,4798692.086,1436.8,34.5544
231553.4497,4802806.062,1478.5,11.9919
404202.0035,4798176.812,1402.4,12.7959
404202.0035,4798176.812,1402.4,12.7459
298402.9165,4800538.686,1662,12.5416
239365.7742,4802574.622,1494.7,6.2205
242608.8609,4802450.401,1490.7,17.9703
227694.3987,4803108.886,1484.6,13.3249
301945.3391,4800526.864,1642,13.7333
234100.1871,4802872.181,1481.9,6.36021
234086.4041,4802872.723,1481.9,6.3287
234264.5399,4802921.783,1488.3,6.1567
234264.5399,4802921.783,1488.3,6.3567
234223.1913,4802923.408,1488.3,6.11587
234264.5399,4802921.783,1488.3,6.3767
299855.0521,4800718.106,1639,13.3017
251306.0299,4802347.282,1492,22.3123
303639.7361,4800644.089,1632,14.1979
319448.7126,4800240.58,1585,17.6108
362198.9455,4799234.808,1445.1,36.6721
319448.7126,4800240.58,1585,17.6208
362185.9745,4799235.073,1445.1,36.6435
246891.6519,4802622.293,1485.9,23.0966
246891.6519,4802622.293,1485.9,23.1365
276795.4878,4801606.406,1505.7,14.9013
213519.9305,4804046.917,1507.5,-4.35102
265313.3515,4802087.631,1457.5,13.476
383038.1259,4799065.032,1463.3,18.2607
383024.3449,4799065.27,1463.3,18.2313
225238.0423,4803634.793,1480.1,10.2501
225225.8111,4803653.535,1480.1,10.2294
300431.8307,4801015.752,1651,13.4227
263965.1502,4802227.517,1452.1,10.4266
263965.1502,4802227.517,1452.1,10.4766
303907.1835,4801025.148,1630,14.1839
270791.8617,4802085.078,1478.8,7.06314
267279.8329,4802223.714,1467.9,10.0038
